substrate,brand,amazon_status,asin,product_title,bsr_rank,bsr_category,listing_url,acquisition_timestamp,notes
kitchen_knives,Shun,listed,B0865TNBKC,"imarku Chef Knife 7 Inch Kitchen Knife Ultra Sharp Santoku Knife - High Carbon Japanese Chefs Knife, Kitchen Gadgets 2025, Apartment Essentials, Birthday Gifts for Him Her, Best Gifts for Women Men",1471,Kitchen &amp; Dining,https://www.amazon.com/dp/B0865TNBKC,2026-05-28T13:19:36.491489+00:00,
kitchen_knives,Global,listed,B00005OL44,"Global Knives 8"" Chef's Knife",23705,Kitchen &amp; Dining,https://www.amazon.com/dp/B00005OL44,2026-05-28T13:20:16.163640+00:00,
kitchen_knives,Miyabi,listed,B084CV1YVV,"Miyabi Kaizen II 8-inch Chef's Knife, Stainless Steel",57743,Kitchen &amp; Dining,https://www.amazon.com/dp/B084CV1YVV,2026-05-28T13:20:54.622266+00:00,
kitchen_knives,Mac,listed,B000N5BV5K,"MAC Knife Professional series 6.5"" Santoku with dimples MSK-65, made in Japan",67773,Kitchen &amp; Dining,https://www.amazon.com/dp/B000N5BV5K,2026-05-28T13:21:31.399389+00:00,
kitchen_knives,Tojiro,listed,B06WLNJKLD,"TOJIRO Co, Ltd. Fujita Toru DP DP with a thin blade knife 165 mm FU-502",78285,Kitchen &amp; Dining,https://www.amazon.com/dp/B06WLNJKLD,2026-05-28T13:22:20.548194+00:00,
kitchen_knives,Yoshihiro,listed,B00D6DVTO4,Yoshihiro VG10 16 Layer Hammered Damascus Stainless Steel Santoku Chefs Knife (7'' (180mm)),114168,Kitchen &amp; Dining,https://www.amazon.com/dp/B00D6DVTO4,2026-05-28T13:23:10.089780+00:00,
kitchen_knives,Wüsthof,listed,B085V653KM,"WÜSTHOF Classic 8"" Chef's Knife, Black",11138,Kitchen &amp; Dining,https://www.amazon.com/dp/B085V653KM,2026-05-28T13:23:48.598131+00:00,
kitchen_knives,Zwilling J.A. Henckels,listed,B08DF5L81H,"HENCKELS Statement Razor-Sharp 20-Piece Knife Set, Chef, Bread, German Engineered Knife Informed by over 100 Years of Mastery, Brown Block",1088,Kitchen &amp; Dining,https://www.amazon.com/dp/B08DF5L81H,2026-05-28T13:24:26.915959+00:00,
kitchen_knives,Messermeister,listed,B000Q9GJXM,"Messermeister 4.5” Serrated Tomato Knife with Matching Sheath, Red - German 1.4116 Steel Alloy - Rust Resistant & Easy to Maintain - Handcrafted in Santa Catarina, Portugal",23340,Kitchen &amp; Dining,https://www.amazon.com/dp/B000Q9GJXM,2026-05-28T13:25:15.445085+00:00,
kitchen_knives,Güde,listed,B07H7GFS1S,"Güde Universal Knife Series Hand Forged/Serrated Steak Knife, 4-in - Ice Hardened Steel - Made in Solingen, Germany Since 1910",422730,Kitchen &amp; Dining,https://www.amazon.com/dp/B07H7GFS1S,2026-05-28T13:25:51.357317+00:00,
kitchen_knives,Friedr. Dick,listed,B00CL8FLOY,F. DICK - Premier Plus Bread Knife - Forged Steel with 8.2’’ blade & 56 HRC - Ideal for cutting bread - Jagged and serrated edge - NSF Certified - Ultra sharp - Ergonomic handle - Made in Germany,185537,Kitchen &amp; Dining,https://www.amazon.com/dp/B00CL8FLOY,2026-05-28T13:26:41.079194+00:00,
kitchen_knives,Sabatier,listed,B09WW6VGHX,"Amazon Basics Classic 8-inch Full Tang High Carbon Stainless Steel Chef's Knife, Multipurpose Kitchen Knife with Three Rivets, Silver",3620,Kitchen &amp; Dining,https://www.amazon.com/dp/B09WW6VGHX,2026-05-28T13:27:34.175576+00:00,
kitchen_knives,Opinel,listed,B000OF2A9K,"Opinel No. 112 Paring Knives 2 Piece Set, Sandvik 12C27 Steel Everyday Use Prep Knives for Chopping, Peeling, Slicing, Trimming, Stabilized Sustainably Harvested Beechwood Handles, Made in France",30859,Kitchen &amp; Dining,https://www.amazon.com/dp/B000OF2A9K,2026-05-28T13:28:23.917711+00:00,
kitchen_knives,Laguiole,listed,B0FLNJR8HX,"Laguiole Style Steak Knives Set of 8, Serrated Stainless Steel Steak Knife Set, Elegant French Design, Dishwasher Safe, Gift Box for Dinner & BBQ (wood-8)",34958,Kitchen &amp; Dining,https://www.amazon.com/dp/B0FLNJR8HX,2026-05-28T13:29:13.413792+00:00,
kitchen_knives,Nogent (Goyon-Chazeau),absent,,,,,,2026-05-28T13:29:13.414465+00:00,Products found but no BSR extracted
kitchen_knives,Cutco,listed,B00HK4LWOM,"CUTCO Model 1759 Table Knife with Double-D (DD) serrated edge in Sealed Plastic Bag with 3.4 High Carbon Stainless blade and 5 Classic Dark Brown handle (often called ""Black"").",42540,Kitchen &amp; Dining,https://www.amazon.com/dp/B00HK4LWOM,2026-05-28T13:30:28.039468+00:00,
kitchen_knives,Dalstrong,listed,B0848G3MV6,Dalstrong Chef Knife - 8 inch Blade - Forged HC German Steel Chef's Knife - Full Tang - Glacial White ABS Handle - Gladiator Series - Razor Sharp Kitchen - Professional - Sheath - NSF Certified,49691,Kitchen &amp; Dining,https://www.amazon.com/dp/B0848G3MV6,2026-05-28T13:31:31.664239+00:00,
kitchen_knives,Misen,listed,B09DQ9DS7P,"Misen 5.5"" Utility Knife – High Carbon Japanese AUS-10 Stainless Steel – Hybrid German & Japanese Blade – Precision Kitchen Knife for Professionals & Home Cooks – Ultimate Cutting Performance - Blue",20150,Kitchen &amp; Dining,https://www.amazon.com/dp/B09DQ9DS7P,2026-05-28T13:32:09.081420+00:00,
kitchen_knives,New West KnifeWorks,listed,B09Y91CSXD,"HOSHANHO Kitchen Knife in Japanese High Carbon Steel, Professional High-Class Chef's Knife 8 inch, Non-slip Ultra Sharp Cooking Knives with Ergonomic Handle",10658,Kitchen &amp; Dining,https://www.amazon.com/dp/B09Y91CSXD,2026-05-28T13:32:47.694116+00:00,
kitchen_knives,Made In,listed,B09Q52K3Y7,"Made In Cookware | 8"" Chef Knife | Crafted in France | Full Tang With Olive Wood Handle",68194,Kitchen &amp; Dining,https://www.amazon.com/dp/B09Q52K3Y7,2026-05-28T13:33:25.885154+00:00,
kitchen_knives,CCK Chan Chi Kee,listed,B01DDBJF12,"imarku Japanese Chef Knife - Sharp Kitchen Knife 8 Inch Chef's Knives HC Steel Paring Knife, Unique Gifts for Men and Women, Gifts for Mom or Dad, Kitchen Gadgets with Gift Box, Fathers Gifts",963,Kitchen &amp; Dining,https://www.amazon.com/dp/B01DDBJF12,2026-05-28T13:34:16.491314+00:00,
kitchen_knives,Shibazi (Shi Ba Zi Zuo),listed,B07QF7ZXQ8,SHI BA ZI ZUO 8-inch Professional Cleaver - Stainless Steel Meat & Vegetable Knife with Non-stick Finish and Anti-slip Wooden Handle,19326,Kitchen &amp; Dining,https://www.amazon.com/dp/B07QF7ZXQ8,2026-05-28T13:35:19.349823+00:00,
kitchen_knives,Sunlong,listed,B0B3DM77BQ,"Sunnecko 8 Inch Chef Knife - Ultra Sharp 12-15 Degree Edge Kitchen Knife for Meat Vegetable Cutting Japanese Style, High Carbon Stainless Steel Blade, Pakkawood Handle &Sheath, Cooking Father Day Gift",18099,Kitchen &amp; Dining,https://www.amazon.com/dp/B0B3DM77BQ,2026-05-28T13:36:36.980090+00:00,
kitchen_knives,ZHEN,listed,B004PHQOXG,"ZHEN Japanese VG-10 3-Layer Forged Heavy-Duty Cleaver Chopping Chef Butcher Knife 8"", Silver",406027,Kitchen &amp; Dining,https://www.amazon.com/dp/B004PHQOXG,2026-05-28T13:37:53.524644+00:00,
kitchen_knives,Au Nain,listed,B07BK4YVB3,"PAUDIN Chef Knife, 8 Inch High Carbon Stainless Steel Sharp Kitchen Knife with Ergonomic Handle, Gift Box for Family & Restaurant",10012,Kitchen &amp; Dining,https://www.amazon.com/dp/B07BK4YVB3,2026-05-28T13:38:42.918351+00:00,
kitchen_knives,Hengtai,listed,B01DDBJF12,"imarku Japanese Chef Knife - Sharp Kitchen Knife 8 Inch Chef's Knives HC Steel Paring Knife, Unique Gifts for Men and Women, Gifts for Mom or Dad, Kitchen Gadgets with Gift Box, Fathers Gifts",963,Kitchen &amp; Dining,https://www.amazon.com/dp/B01DDBJF12,2026-05-28T13:39:33.026482+00:00,
premium_kitchenware,Le Creuset,listed,B00VA5HG0Q,"Le Creuset Enameled Cast Iron Signature Round Dutch Oven, 5.5 qt., Cerise",6271,Kitchen &amp; Dining,https://www.amazon.com/dp/B00VA5HG0Q,2026-05-28T19:42:26.961521+00:00,
premium_kitchenware,Staub,listed,B07W7LZ69P,"Staub Silicone with Wood Handle Cooking Utensil, Multi-function Spatula Spoon",4178,Kitchen &amp; Dining,https://www.amazon.com/dp/B07W7LZ69P,2026-05-28T19:43:14.486296+00:00,
